no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
92,23,2,204,laos-4,0.96109788019948,1,0.8601188659667969,1073741824,404022978,11439372275,118133.26436580288,2908990.6863122378,0.24216991605424326,12500000,2.06338666222052,3,1750687896,2025-06-23 21:11:36
93,24,2,201,laos-1,0.966221003228262,1,0.87103271484375,1073741824,421939177,11488162459,110516.80697333951,2846029.2747809174,0.23652368654034056,12500000,2.0737774046123527,4,1750687897,2025-06-23 21:11:37
94,24,2,202,laos-2,0.969294877045531,1,0.8581161499023438,1073741824,402338986,11433187460,103694.19588534476,2714646.3154130983,0.22546724090387546,12500000,2.0528782678517503,1,1750687897,2025-06-23 21:11:37
95,24,2,203,laos-3,0.985688870737633,1,0.8604888916015625,1073741824,404912765,11410265592,100485.30718920428,2608765.086918725,0.21674003152863436,12500000,2.06291779386783,2,1750687897,2025-06-23 21:11:37
96,24,2,204,laos-4,0.96109788019948,1,0.8601188659667969,1073741824,404022978,11439372275,118133.26436580288,2908990.6863122378,0.24216991605424326,12500000,2.06338666222052,3,1750687897,2025-06-23 21:11:37
97,25,3,202,laos-2,0.971716831035176,1,0.8590774536132812,1073741824,402464512,11437181625,117114.54088713384,3726517.217169821,0.30749054064455633,12500000,2.1382848252930136,3,1750687898,2025-06-23 21:11:38
98,25,3,203,laos-3,0.947655271409543,1,0.8612060546875,1073741824,405037269,11413992701,116161.02479654981,3477356.5585719654,0.2874814066694812,12500000,2.0963427327665243,1,1750687898,2025-06-23 21:11:38
99,25,3,204,laos-4,0.953207939015459,1,0.8603591918945312,1073741824,404145693,11443077711,114491.90514287581,3457135.859715578,0.2857302211886763,12500000,2.0992973520986666,2,1750687898,2025-06-23 21:11:38
100,25,3,201,laos-1,0.97541860943912,1,0.87158203125,1073741824,422062254,11491995713,114829.64763288699,3576388.814379247,0.2952974769609707,12500000,2.142298117650091,4,1750687898,2025-06-23 21:11:38
101,26,3,201,laos-1,0.97541860943912,1,0.87158203125,1073741824,422062254,11491995713,114829.64763288699,3576388.814379247,0.2952974769609707,12500000,2.142298117650091,4,1750687899,2025-06-23 21:11:39
102,26,3,202,laos-2,0.971716831035176,1,0.8590774536132812,1073741824,402464512,11437181625,117114.54088713384,3726517.217169821,0.30749054064455633,12500000,2.1382848252930136,3,1750687899,2025-06-23 21:11:39
